1	2049
2	nan
3	1825
4	1511
5	1706
6	1911
7	1807
8	1740
9	1307
10	1643
11	1599
12	2107
13	2123
14	1268
15	2002
16	2140
17	1244
18	1804
19	2033
20	1650
21	1995
22	1534
23	1354
24	4232
25	2333
26	1713
27	2797
28	3040
29	3634
30	5366
31	2007
32	4017
33	4262
34	4933
35	nan
36	4633
37	3994
38	3241
39	5034
40	2728
41	5694
42	6129
43	5565
44	5347
45	6149
46	6160
47	1699
48	1322
49	5251
50	5226
51	4131
52	5587
53	3455
54	4805
55	3528
56	nan
57	2175
58	3101
59	3284
60	3712
61	4668
62	1741
63	3790
64	3935
65	2670
66	5269
67	3351
68	5395
69	3121
70	2066
71	3788
72	1666
73	5248
74	6083
75	2176
76	6138
77	5481
78	5362
79	1847
80	2939
81	1615
82	1391
83	nan
84	4939
85	4065
86	5244
87	3065
88	4333
89	5131
90	4962
91	2863
92	4013
93	3486
94	2322
95	3330
96	1643
97	5605
98	2061
99	1965
100	1712
101	2885
102	5315
103	1373
104	2965
105	1301
106	2233
107	3720
108	1770
109	4368
110	3202
111	5361
112	5002
113	3778
114	4956
115	4897
116	2469
117	1318
118	4154
119	1742
120	6000
121	1579
122	4980
123	2771
124	3400
125	nan
126	3790
127	5783
128	4774
129	5966
130	3487
131	4966
132	6177
133	3186
134	2127
135	2773
136	3523
137	2453
138	2926
139	4880
140	3156
141	5793
142	5429
143	1879
144	1361
145	6083
146	2357
147	5106
148	5330
149	1904
150	2175
151	3066
152	3785
153	5127
154	2894
155	5912
156	5794
157	5127
158	3456
159	1348
160	4233
161	4766
162	1371
163	5056
164	5600
165	2598
166	5215
167	1819
168	2176
169	1776
170	1254
171	5525
172	3242
173	6172
174	4007
175	6007
176	3204
177	4642
178	5164
179	5499
180	2843
181	5998
182	nan
183	5459
184	1292
185	5626
186	3912
187	6166
188	1316
189	3957
190	3908
191	3230
192	4669
193	6112
194	3867
195	1833
196	4607
197	2596
198	4264
199	3095
200	4750
201	5560
202	1829
203	6092
204	5469
205	3149
206	2715
207	2923
208	2013
209	4066
210	1285
211	1823
212	3820
213	2260
214	4310
215	3062
216	3257
217	4382
218	5610
219	2325
220	3824
221	4163
222	2157
223	4008
224	1204
225	5650
226	2855
227	4724
228	2366
229	3190
230	5719
231	3483
232	3225
233	1778
234	5442
235	1690
236	5029
237	2248
238	1298
239	1903
240	5325
241	1798
242	2428
243	4340
244	3748
245	4003
246	2920
247	4468
248	nan
249	3316
250	4429
251	4504
252	2564
253	5202
254	5770
255	4090
256	5168
257	3574
258	1868
259	4138
260	3371
261	1407
262	1268
263	5264
264	4785
265	1928
266	1247
267	1971
268	2327
269	3482
270	4230
271	5734
272	5762
273	3027
274	5850
275	3096
276	5064
277	5020
278	1981
279	2156
280	3390
281	5652
282	1676
283	3124
284	2461
285	5386
286	2408
287	3548
288	5220
289	2056
290	2404
291	3925
292	1767
293	2835
294	4469
295	4787
296	2378
297	3618
298	4750
299	4240
300	3762
301	5168
302	1373
303	3941
304	nan
305	3027
306	3101
307	3006
308	5292
309	4968
310	3717
311	4412
312	5716
313	4436
314	2095
315	4791
316	5292
317	5206
318	3995
319	1991
320	2395
321	3789
322	5594
323	3932
324	3111
325	3953
326	1973
327	3562
328	1827
329	3162
330	2124
331	2572
332	2387
333	4839
334	4569
335	2793
336	2548
337	6023
338	2365
339	5421
340	3551
341	3212
342	4566
343	5679
344	6114
345	1215
346	3837
347	4776
348	5920
349	1328
350	5970
351	5614
352	2327
353	4747
354	5414
355	4730
356	5229
357	1575
358	2234
359	4828
360	5237
361	1282
362	2462
363	1217
364	2444
365	2664
366	3901
367	1990
368	5192
369	3213
370	5087
371	4905
372	2563
373	3336
374	1225
375	3562
376	1534
377	1833
378	3815
379	3859
380	5985
381	3603
382	2004
383	1594
384	5158
385	5758
386	5850
387	2094
388	5105
389	5197
390	3663
391	1377
392	3659
393	3048
394	3644
395	4439
396	3253
397	5013
398	3546
399	5830
400	3091
401	4982
402	5782
403	1768
404	2242
405	1351
406	6154
407	3558
408	1409
409	2872
410	1732
411	4027
412	5961
413	1664
414	5885
415	1315
416	4182
417	4184
418	1506
419	2021
420	4746
421	2080
422	5074
423	3338
424	2759
425	5357
426	2401
427	3034
428	4997
429	5883
430	2981
431	3402
432	5229
433	5077
434	1868
435	4391
436	1969
437	1655
438	3407
439	5950
440	2767
441	1327
442	1689
443	5512
444	1378
445	2409
446	2365
447	2545
448	5521
449	5270
450	5106
451	5325
452	2991
453	5441
454	2870
455	2234
456	1464
457	1434
458	4373
459	5386
460	4175
461	2651
462	3744
463	5901
464	3502
465	3394
466	3239
467	5986
468	5113
469	4607
470	1745
471	2929
472	2334
473	2306
474	2782
475	1570
476	5140
477	2356
478	5123
479	1737
480	3903
481	6033
482	3330
483	4357
484	4743
485	5032
486	6182
487	5445
488	4560
489	5221
490	3104
491	1268
492	1633
493	1353
494	3219
495	2397
496	5680
497	4923
498	4378
499	3698
500	3353
501	3222
502	2489
503	2717
504	1691
505	5942
506	5822
507	5920
508	3539
509	3054
510	4957
511	5856
512	3772
513	5275
514	3479
515	3581
516	6016
517	2413
518	3199
519	4203
520	3123
521	4343
522	2627
523	5713
524	2390
525	2799
526	2385
527	3810
528	1293
529	5144
530	3784
531	3116
532	5436
533	4540
534	4725
535	3361
536	3708
537	3236
538	5813
539	4159
540	4552
541	5872
542	5529
543	2361
544	4288
545	2452
546	4750
547	6056
548	4080
549	5128
550	4591
551	3334
552	5282
553	3151
554	5699
555	1667
556	1791
557	4244
558	3577
559	5971
560	4441
561	1907
562	3537
563	4646
564	5370
565	4275
566	1988
567	3353
568	3057
569	2787
570	1549
571	2351
572	1984
573	1981
574	5532
575	5444
576	3453
577	1631
578	1976
579	1928
580	5491
581	5827
582	3431
583	5536
584	5294
585	4621
586	3720
587	4780
588	3031
589	5337
590	3588
591	5643
592	3145
593	2248
594	6154
595	3297
596	5584
597	2810
598	5227
599	5722
600	3721
601	4447
602	2240
603	4581
604	3690
605	2560
606	4251
607	5519
608	5562
609	5736
610	1684
611	2990
612	2552
613	6181
614	5577
615	2893
616	1514
617	1592
618	2943
619	4311
620	3316
621	2620
622	5202
623	5243
624	5064
625	5859
626	3871
627	5164
628	4147
629	2893
630	2580
631	4151
632	5028
633	3274
634	2628
635	5041
636	2195
637	5192
638	5148
639	5743
640	5007
641	5084
642	1791
643	4480
644	2369
645	1230
646	5631
647	2973
648	4070
649	4302
650	4739
651	3133
652	3755
653	3321
654	5231
655	3842
656	3781
657	5628
658	3166
659	2684
660	2970
661	3058
662	5132
663	5172
664	2486
665	5692
666	3541
667	3767
668	3114
669	2327
670	1209
671	1661
672	1749
673	2188
674	3403
675	4565
676	1856
677	5121
678	4000
679	1941
680	5801
681	2343
682	1581
683	1990
684	3645
685	2380
686	4658
687	1948
688	5369
689	6108
690	2860
691	4053
692	1717
693	5809
694	2373
695	5419
696	4940
697	4047
698	3987
699	2464
700	4413
701	3353
702	2893
703	2363
704	1308
705	4390
706	1613
707	1574
708	2412
709	3175
710	4848
711	5066
712	3434
713	3749
714	5415
715	4637
716	4499
717	1889
718	1288
719	3057
720	1458
721	3029
722	4833
723	6009
724	1445
725	1224
726	3825
727	3640
728	4834
729	3412
730	5868
